EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 10-05-2011
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
2074 ,TURIN/CASALLE                           ,ITALY                                   ,+45:13:12,+007:39:00, 301
2076 ,BERGAMO/ORIO AL SERIO                   ,ITALY                                   ,+45:40:12,+009:42:00, 238
2077 ,PIACENZA                                ,ITALY                                   ,+44:55:12,+009:43:48, 134
2078 ,BRESCIA/GHEDI                           ,ITALY                                   ,+45:25:12,+010:16:48, 102
2080 ,VENICE/TESSERA                          ,ITALY                                   ,+45:30:00,+012:19:48,   2
2081 ,TRIESTE                                 ,ITALY                                   ,+45:39:00,+013:45:00,   8
2082 ,MONTE CIMONE                            ,ITALY                                   ,+44:12:00,+010:42:00,2165
2083 ,CAPO MELE                               ,ITALY                                   ,+43:57:00,+008:10:12, 220
2084 ,FLORENCE                                ,ITALY                                   ,+43:48:00,+011:12:00,  40
2085 ,PERUGIA                                 ,ITALY                                   ,+43:04:48,+012:30:00, 208
2086 ,FALCONARA                               ,ITALY                                   ,+43:37:12,+013:22:12,  12
2087 ,GROSSETO                                ,ITALY                                   ,+42:45:00,+011:04:12,   5
2088 ,MONTE TERMINILLO                        ,ITALY                                   ,+42:28:12,+012:58:48,1874
2089 ,CAMPOBASSO                              ,ITALY                                   ,+41:34:12,+014:39:00, 793
2091 ,BARI/PALESE MACCHIE                     ,ITALY                                   ,+41:07:48,+016:46:48,  34
2092 ,PONZA                                   ,ITALY                                   ,+40:55:12,+012:57:00, 184
2093 ,NAPOLI/CAPODICHINO                      ,ITALY                                   ,+40:51:00,+014:18:00,  88
2094 ,POTENZA                                 ,ITALY                                   ,+40:37:48,+015:48:00, 823
2095 ,CAPO PALINURO                           ,ITALY                                   ,+40:01:12,+015:16:48, 184
2097 ,MARINA DI GINOSA                        ,ITALY                                   ,+40:25:48,+016:52:48,   2
2098 ,CROTONE                                 ,ITALY                                   ,+39:00:00,+017:04:12, 155
2099 ,SAN MARIA DI LEUCA                      ,ITALY                                   ,+39:49:12,+018:21:00, 104
2100 ,USTICA                                  ,ITALY                                   ,+38:42:00,+013:10:48, 250
2101 ,TRAPANI/BIRGI                           ,ITALY                                   ,+37:55:12,+012:30:00,   7
2102 ,GELA                                    ,ITALY                                   ,+37:04:48,+014:13:12,  11
2103 ,CATANIA/SIGONELLA                       ,ITALY                                   ,+37:24:00,+014:55:12,  22
2104 ,CATANIA/FONTANAROSSA                    ,ITALY                                   ,+37:28:12,+015:03:00,  11
2105 ,PANTELLERIA                             ,ITALY                                   ,+36:49:12,+011:58:12, 191
2106 ,COZZO SPADARO                           ,ITALY                                   ,+36:40:48,+015:07:48,  46
2107 ,GUARDIAVECCHIA                          ,ITALY                                   ,+41:13:12,+009:24:00, 158
2108 ,CAPO FRASCA                             ,ITALY                                   ,+39:45:00,+008:28:12,  89
2109 ,CAPO BELLAVISTA                         ,ITALY                                   ,+39:55:48,+009:43:12, 138
2112 ,CAPE WRATH                              ,UNITED KINGDOM                          ,+58:37:48,-005:00:00, 112
2113 ,PRESTWICK                               ,UNITED KINGDOM                          ,+55:30:00,-004:34:48,  20
2116 ,LEEMING                                 ,UNITED KINGDOM                          ,+54:18:00,-001:31:48,  40
2117 ,BLACKPOOL                               ,UNITED KINGDOM                          ,+53:46:12,-003:01:48,  10
2118 ,NOTTINGHAM WEATHER CENTRE               ,UNITED KINGDOM                          ,+53:00:00,-001:15:00, 117
2119 ,FINNINGLEY                              ,UNITED KINGDOM                          ,+53:28:48,-001:00:00,  17
2121 ,BIRMINGHAM                              ,UNITED KINGDOM                          ,+52:27:00,-001:43:48,  99
2122 ,WYTON                                   ,UNITED KINGDOM                          ,+52:21:25,-000:06:28,  41
2124 ,BRIZE NORTON                            ,UNITED KINGDOM                          ,+51:45:00,-001:34:48,  88
2125 ,STANSTED                                ,UNITED KINGDOM                          ,+51:52:48,+000:13:48, 106
2126 ,CARDIFF-WALES                           ,UNITED KINGDOM                          ,+51:24:00,-003:21:00,  67
2127 ,BOSCOMBE DOWN                           ,UNITED KINGDOM                          ,+51:10:12,-001:45:00, 124
2128 ,LONDON/GATWICK                          ,UNITED KINGDOM                          ,+51:09:00,-000:10:48,  62
2130 ,ST.MAWGAN                               ,UNITED KINGDOM                          ,+50:25:48,-005:00:00, 119
2131 ,PLYMOUTH WC                             ,UNITED KINGDOM                          ,+50:21:00,-004:07:12,  50
2132 ,EXETER                                  ,UNITED KINGDOM                          ,+50:43:48,-003:25:12,  30
2133 ,BOURNEMOUTH                             ,UNITED KINGDOM                          ,+50:46:48,-001:49:48,  11
2135 ,ROCHES POINT                            ,IRELAND                                 ,+51:47:35,-008:14:38,  43
2136 ,CORK                                    ,IRELAND                                 ,+51:51:00,-008:28:48, 153
2137 ,ROSSLARE                                ,IRELAND                                 ,+52:15:00,-006:19:48,  23
2138 ,KILKENNY                                ,IRELAND                                 ,+52:40:12,-007:16:12,  63
2139 ,SHANNON                                 ,IRELAND                                 ,+52:41:24,-008:55:05,   6
2140 ,CLAREMORRIS                             ,IRELAND                                 ,+53:43:12,-008:58:48,  69
2141 ,MULLINGAR                               ,IRELAND                                 ,+53:31:48,-007:22:12, 101
2142 ,CLONES                                  ,IRELAND                                 ,+54:10:48,-007:13:48,  87
2143 ,BELMULLET                               ,IRELAND                                 ,+54:13:48,-010:00:00,   9
2144 ,TANGER                                  ,MOROCCO                                 ,+35:43:47,-005:54:00,  19
2146 ,OUJDA                                   ,MOROCCO                                 ,+34:46:48,-001:55:48, 468
2149 ,RABAT-SALE                              ,MOROCCO                                 ,+34:02:59,-006:46:12,  84
2152 ,CASABLANCA                              ,MOROCCO                                 ,+33:34:12,-007:40:12,  62
2153 ,NOUASSEUR                               ,MOROCCO                                 ,+33:22:11,-007:34:48, 200
2154 ,SAFI                                    ,MOROCCO                                 ,+32:16:48,-009:13:48,  52
2155 ,BENI-MELLAL                             ,MOROCCO                                 ,+32:22:11,-006:24:00, 468
2159 ,MARRAKECH                               ,MOROCCO                                 ,+31:37:12,-008:01:47, 468
2160 ,OUARZAZATE                              ,MOROCCO                                 ,+30:55:48,-006:54:00,1139
2162 ,THYBORON-1                              ,DENMARK                                 ,+56:42:00,+008:13:12,   3
2164 ,TABARKA                                 ,TUNISIA                                 ,+36:57:00,+008:45:00,  20
2165 ,BIZERTE                                 ,TUNISIA                                 ,+37:15:00,+009:48:00,   5
2166 ,TUNIS-CARTHAGE                          ,TUNISIA                                 ,+36:49:48,+010:13:48,   3
2167 ,KELIBIA                                 ,TUNISIA                                 ,+36:51:00,+011:04:48,  29
2168 ,JENDOUBA                                ,TUNISIA                                 ,+36:28:48,+008:48:00, 143
2169 ,KAIROUAN                                ,TUNISIA                                 ,+35:40:12,+010:06:00,  60
2170 ,MONASTIR-SKANES                         ,TUNISIA                                 ,+35:40:12,+010:45:00,   2
2171 ,GAFSA                                   ,TUNISIA                                 ,+34:25:12,+008:49:12, 313
2172 ,SFAX EL-MAOU                            ,TUNISIA                                 ,+34:43:12,+010:40:48,  21
2173 ,TOZEUR                                  ,TUNISIA                                 ,+33:55:12,+008:06:00,  87
2174 ,GABES                                   ,TUNISIA                                 ,+33:52:48,+010:06:00,   4
2175 ,DJERBA MELLITA                          ,TUNISIA                                 ,+33:52:11,+010:46:12,   3
2176 ,REMADA                                  ,TUNISIA                                 ,+32:19:12,+010:24:00, 300
2178 ,KOKSIJDE                                ,BELGIUM                                 ,+51:04:59,+002:39:00,   9
2179 ,SAINT-HUBERT                            ,BELGIUM                                 ,+50:02:21,+005:24:06, 557
2180 ,PAYERNE                                 ,SWITZERLAND                             ,+46:49:12,+006:57:00, 490
2181 ,GUTSCH OB ANDERMATT                     ,SWITZERLAND                             ,+46:39:00,+008:37:11,2287
2182 ,BALZERS                                 ,LIECHTENSTEIN                           ,+47:04:48,+009:31:12, 471
2183 ,DUNKIRK                                 ,FRANCE                                  ,+51:03:00,+002:19:48,  17
2184 ,ROUEN                                   ,FRANCE                                  ,+49:22:48,+001:10:48, 156
2185 ,SAINT-QUENTIN                           ,FRANCE                                  ,+49:49:12,+003:12:00, 101
2188 ,ST-DIZIER                               ,FRANCE                                  ,+48:37:48,+004:54:00, 140
2190 ,TOURS                                   ,FRANCE                                  ,+47:27:00,+000:43:48, 108
2191 ,LUXEUIL                                 ,FRANCE                                  ,+47:48:00,+006:22:48, 273
2192 ,BASEL-MULHOUSE                          ,FRANCE                                  ,+47:36:00,+007:31:12, 271
2193 ,MACON                                   ,FRANCE                                  ,+46:18:00,+004:48:00, 217
2194 ,COGNAC                                  ,FRANCE                                  ,+45:40:12,-000:19:12,  30
2195 ,LIMOGES                                 ,FRANCE                                  ,+45:52:12,+001:10:48, 402
2196 ,LE PUY                                  ,FRANCE                                  ,+45:04:48,+003:46:12, 833
2197 ,GRENOBLE/ST.GEOIRS                      ,FRANCE                                  ,+45:22:12,+005:19:48, 386
2198 ,BOURG-ST-MAURICE                        ,FRANCE                                  ,+45:37:12,+006:46:12, 868
2199 ,GOURDON                                 ,FRANCE                                  ,+44:45:00,+001:24:00, 261
